         5x11E                    (5x11E.dat)
         v2024-0915
         Simulation Date: 01/09/2025

         AIRFOIL AERO DATA GENERATED USING:  POLARS                        

         ====== PERFORMANCE DATA (versus advance ratio and MPH) ======

         DEFINITIONS:
         J=V/nD (advance ratio) 
         Ct=T/(rho * n**2 * D**4) (thrust coef.)
         Cp=P/(rho * n**3 * D**5) (power coef.)
         Pe=Ct*J/Cp (efficiency) 
         V  (model speed in MPH) 
         Mach (at prop tip)  
         Reyn (at 75% of span) 
         FOM (Figure of Merit)


         PROP RPM =       1000

         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM
      100.66      2.3622      0.4430      0.0142      0.0755       0.014       0.097       0.023      10.324       0.011       0.102       1.004        0.22      46559.    0.0178
      104.26      2.4466      0.0048      0.0001      0.0465       0.009       0.060       0.000       6.363       0.007       0.001       0.010        0.23      47381.    0.0000



         PROP RPM =      10000

         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -         -          -
        0.00      0.0000      0.0000      0.1559      0.1993       0.050       0.316       0.310      37.371       0.036       1.381       3.768        0.20      36478.    0.2464
        4.00      0.0845      0.0663      0.1551      0.1975       0.050       0.313       0.309      37.041       0.035       1.374       3.783        0.20      36575.    0.2468
        8.00      0.1690      0.1331      0.1547      0.1964       0.049       0.311       0.308      36.839       0.035       1.371       3.794        0.20      36701.    0.2472
       12.00      0.2534      0.1998      0.1548      0.1963       0.049       0.311       0.308      36.808       0.035       1.371       3.798        0.20      36858.    0.2475
       16.00      0.3379      0.2659      0.1552      0.1973       0.050       0.313       0.309      36.989       0.035       1.375       3.791        0.20      37049.    0.2474
       20.00      0.4224      0.3305      0.1561      0.1995       0.050       0.316       0.311      37.413       0.036       1.383       3.770        0.20      37277.    0.2467
       24.00      0.5069      0.3927      0.1574      0.2032       0.051       0.322       0.313      38.101       0.036       1.394       3.732        0.20      37543.    0.2452
       28.00      0.5914      0.4514      0.1590      0.2083       0.052       0.330       0.317      39.064       0.037       1.409       3.677        0.20      37847.    0.2428
       32.00      0.6758      0.5058      0.1608      0.2149       0.054       0.341       0.320      40.300       0.038       1.425       3.605        0.20      38189.    0.2394
       36.00      0.7603      0.5552      0.1627      0.2229       0.056       0.353       0.324      41.797       0.040       1.442       3.518        0.20      38570.    0.2350
       40.00      0.8448      0.5992      0.1646      0.2321       0.058       0.368       0.328      43.524       0.042       1.458       3.417        0.21      38989.    0.2296
       44.00      0.9293      0.6376      0.1662      0.2423       0.061       0.384       0.331      45.429       0.043       1.473       3.306        0.21      39444.    0.2232
       48.00      1.0138      0.6707      0.1673      0.2529       0.064       0.401       0.333      47.428       0.045       1.482       3.187        0.21      39937.    0.2159
       52.00      1.0982      0.6988      0.1676      0.2634       0.066       0.418       0.334      49.398       0.047       1.485       3.065        0.21      40465.    0.2078
       56.00      1.1827      0.7224      0.1667      0.2729       0.069       0.433       0.332      51.172       0.049       1.477       2.943        0.21      41027.    0.1990
       60.00      1.2672      0.7425      0.1642      0.2802       0.070       0.444       0.327      52.545       0.050       1.455       2.823        0.21      41624.    0.1894
       64.00      1.3517      0.7599      0.1598      0.2843       0.071       0.451       0.318      53.313       0.051       1.416       2.708        0.22      42253.    0.1793
       68.00      1.4362      0.7752      0.1535      0.2844       0.072       0.451       0.306      53.324       0.051       1.360       2.600        0.22      42914.    0.1687
       72.00      1.5206      0.7888      0.1453      0.2801       0.070       0.444       0.289      52.519       0.050       1.287       2.499        0.22      43605.    0.1578
       76.00      1.6051      0.8007      0.1355      0.2716       0.068       0.430       0.270      50.926       0.049       1.200       2.403        0.22      44324.    0.1465
       80.00      1.6896      0.8102      0.1243      0.2593       0.065       0.411       0.248      48.622       0.046       1.101       2.310        0.23      45068.    0.1349
       84.00      1.7741      0.8165      0.1122      0.2437       0.061       0.386       0.223      45.698       0.044       0.994       2.217        0.23      45836.    0.1230
       88.00      1.8586      0.8185      0.0992      0.2252       0.057       0.357       0.198      42.236       0.040       0.879       2.122        0.23      46626.    0.1107
       92.00      1.9431      0.8143      0.0856      0.2043       0.051       0.324       0.171      38.309       0.037       0.758       2.019        0.23      47437.    0.0978
       96.00      2.0275      0.8012      0.0716      0.1812       0.046       0.287       0.143      33.982       0.032       0.634       1.904        0.24      48268.    0.0844
      100.00      2.1120      0.7745      0.0573      0.1563       0.039       0.248       0.114      29.312       0.028       0.508       1.767        0.24      49117.    0.0701
      104.00      2.1965      0.7254      0.0429      0.1299       0.033       0.206       0.085      24.355       0.023       0.380       1.591        0.24      49984.    0.0546
      108.00      2.2810      0.6348      0.0284      0.1022       0.026       0.162       0.057      19.166       0.018       0.252       1.341        0.25      50867.    0.0375
      112.00      2.3655      0.4538      0.0141      0.0736       0.019       0.117       0.028      13.805       0.013       0.125       0.924        0.25      51767.    0.0182
      116.00      2.4499      0.0032      0.0001      0.0444       0.011       0.070       0.000       8.331       0.008       0.001       0.006        0.25      52682.    0.0000



         PROP RPM =      11000

         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -         -          -
        0.00      0.0000      0.0000      0.1559      0.1987       0.066       0.381       0.376      49.584       0.043       1.672       3.438        0.22      40125.    0.2473
        4.40      0.0846      0.0667      0.1552      0.1969       0.066       0.378       0.374      49.143       0.043       1.664       3.452        0.22      40233.    0.2478
        8.81      0.1691      0.1337      0.1548      0.1958       0.066       0.376       0.373      48.872       0.042       1.660       3.463        0.22      40371.    0.2482
       13.21      0.2537      0.2008      0.1549      0.1956       0.065       0.375       0.373      48.831       0.042       1.660       3.467        0.22      40544.    0.2485
       17.62      0.3383      0.2673      0.1553      0.1966       0.066       0.377       0.374      49.073       0.043       1.665       3.460        0.22      40755.    0.2484
       22.02      0.4229      0.3322      0.1562      0.1989       0.067       0.381       0.377      49.638       0.043       1.675       3.441        0.22      41006.    0.2478
       26.43      0.5074      0.3947      0.1575      0.2026       0.068       0.388       0.380      50.556       0.044       1.689       3.406        0.22      41299.    0.2463
       30.83      0.5920      0.4537      0.1592      0.2077       0.070       0.398       0.384      51.841       0.045       1.706       3.356        0.22      41634.    0.2439
       35.24      0.6766      0.5083      0.1610      0.2143       0.072       0.411       0.388      53.491       0.046       1.726       3.290        0.22      42011.    0.2405
       39.64      0.7612      0.5579      0.1630      0.2223       0.074       0.426       0.393      55.490       0.048       1.747       3.210        0.22      42431.    0.2361
       44.05      0.8457      0.6021      0.1649      0.2316       0.078       0.444       0.397      57.797       0.050       1.767       3.118        0.23      42892.    0.2306
       48.45      0.9303      0.6407      0.1665      0.2418       0.081       0.464       0.401      60.343       0.052       1.785       3.016        0.23      43395.    0.2242
       52.86      1.0149      0.6738      0.1676      0.2525       0.085       0.484       0.404      63.015       0.055       1.797       2.908        0.23      43937.    0.2169
       57.26      1.0994      0.7019      0.1679      0.2630       0.088       0.504       0.405      65.650       0.057       1.800       2.796        0.23      44519.    0.2087
       61.67      1.1840      0.7255      0.1670      0.2725       0.091       0.523       0.402      68.023       0.059       1.790       2.684        0.23      45140.    0.1998
       66.07      1.2686      0.7456      0.1645      0.2799       0.094       0.537       0.396      69.861       0.061       1.764       2.574        0.24      45797.    0.1902
       70.48      1.3532      0.7630      0.1601      0.2840       0.095       0.545       0.386      70.891       0.062       1.717       2.469        0.24      46491.    0.1800
       74.88      1.4377      0.7783      0.1538      0.2841       0.095       0.545       0.371      70.908       0.062       1.649       2.371        0.24      47219.    0.1694
       79.29      1.5223      0.7920      0.1456      0.2798       0.094       0.537       0.351      69.833       0.061       1.560       2.279        0.24      47981.    0.1584
       83.69      1.6069      0.8040      0.1357      0.2713       0.091       0.520       0.327      67.703       0.059       1.455       2.191        0.25      48772.    0.1471
       88.10      1.6915      0.8136      0.1245      0.2589       0.087       0.497       0.300      64.621       0.056       1.335       2.107        0.25      49592.    0.1354
       92.50      1.7760      0.8203      0.1123      0.2432       0.081       0.466       0.271      60.708       0.053       1.204       2.023        0.25      50439.    0.1235
       96.91      1.8606      0.8226      0.0993      0.2247       0.075       0.431       0.239      56.073       0.049       1.065       1.936        0.25      51310.    0.1112
      101.31      1.9452      0.8190      0.0857      0.2036       0.068       0.390       0.207      50.815       0.044       0.919       1.844        0.26      52203.    0.0984
      105.72      2.0298      0.8067      0.0717      0.1804       0.060       0.346       0.173      45.019       0.039       0.768       1.741        0.26      53119.    0.0849
      110.12      2.1143      0.7811      0.0574      0.1553       0.052       0.298       0.138      38.762       0.034       0.615       1.618        0.26      54055.    0.0706
      114.53      2.1989      0.7334      0.0429      0.1287       0.043       0.247       0.103      32.119       0.028       0.460       1.461        0.27      55010.    0.0551
      118.93      2.2835      0.6445      0.0285      0.1008       0.034       0.193       0.069      25.165       0.022       0.305       1.236        0.27      55983.    0.0380
      123.34      2.3680      0.4644      0.0141      0.0720       0.024       0.138       0.034      17.979       0.016       0.151       0.859        0.27      56974.    0.0186
      127.74      2.4526      0.0032      0.0001      0.0426       0.014       0.082       0.000      10.643       0.009       0.001       0.006        0.28      57982.    0.0000



         PROP RPM =      12000

         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -         -          -
        0.00      0.0000      0.0000      0.1560      0.1982       0.086       0.452       0.447      64.209       0.051       1.990       3.160        0.24      43773.    0.2481
        4.81      0.0846      0.0669      0.1553      0.1964       0.085       0.448       0.445      63.635       0.051       1.981       3.174        0.24      43890.    0.2486
        9.62      0.1693      0.1343      0.1549      0.1953       0.085       0.446       0.444      63.281       0.050       1.976       3.184        0.24      44041.    0.2491
       14.43      0.2539      0.2017      0.1549      0.1951       0.085       0.445       0.444      63.226       0.050       1.977       3.188        0.24      44230.    0.2494
       19.24      0.3386      0.2684      0.1554      0.1961       0.085       0.448       0.446      63.540       0.051       1.983       3.182        0.24      44461.    0.2494
       24.05      0.4232      0.3336      0.1564      0.1984       0.086       0.453       0.448      64.275       0.051       1.995       3.165        0.24      44735.    0.2487
       28.86      0.5079      0.3964      0.1577      0.2020       0.088       0.461       0.452      65.468       0.052       2.012       3.133        0.24      45055.    0.2473
       33.67      0.5925      0.4556      0.1593      0.2072       0.090       0.473       0.457      67.140       0.053       2.032       3.087        0.24      45421.    0.2449
       38.48      0.6772      0.5105      0.1612      0.2138       0.093       0.488       0.462      69.288       0.055       2.056       3.026        0.24      45834.    0.2415
       43.29      0.7618      0.5602      0.1631      0.2219       0.096       0.506       0.468      71.890       0.057       2.081       2.952        0.24      46292.    0.2370
       48.10      0.8465      0.6045      0.1651      0.2311       0.100       0.528       0.473      74.895       0.060       2.106       2.867        0.25      46796.    0.2315
       52.91      0.9311      0.6432      0.1667      0.2414       0.105       0.551       0.478      78.211       0.062       2.127       2.773        0.25      47345.    0.2251
       57.72      1.0158      0.6764      0.1679      0.2521       0.110       0.575       0.482      81.695       0.065       2.142       2.673        0.25      47938.    0.2177
       62.52      1.1004      0.7045      0.1682      0.2627       0.114       0.600       0.482      85.133       0.068       2.146       2.570        0.25      48574.    0.2095
       67.33      1.1851      0.7282      0.1673      0.2723       0.118       0.621       0.480      88.232       0.070       2.135       2.467        0.25      49252.    0.2005
       72.14      1.2697      0.7483      0.1648      0.2797       0.122       0.638       0.473      90.635       0.072       2.103       2.366        0.26      49970.    0.1909
       76.95      1.3544      0.7656      0.1605      0.2839       0.123       0.648       0.460      91.986       0.073       2.047       2.270        0.26      50728.    0.1807
       81.76      1.4390      0.7810      0.1541      0.2840       0.123       0.648       0.442      92.016       0.073       1.966       2.179        0.26      51524.    0.1700
       86.57      1.5237      0.7948      0.1459      0.2797       0.122       0.638       0.418      90.621       0.072       1.861       2.094        0.26      52356.    0.1590
       91.38      1.6083      0.8068      0.1360      0.2711       0.118       0.619       0.390      87.848       0.070       1.735       2.014        0.27      53221.    0.1476
       96.19      1.6930      0.8166      0.1248      0.2587       0.112       0.590       0.358      83.832       0.067       1.592       1.937        0.27      54117.    0.1360
      101.00      1.7776      0.8235      0.1126      0.2430       0.106       0.555       0.323      78.727       0.063       1.436       1.860        0.27      55041.    0.1240
      105.81      1.8623      0.8263      0.0995      0.2243       0.097       0.512       0.285      72.680       0.058       1.270       1.781        0.28      55993.    0.1117
      110.62      1.9469      0.8232      0.0859      0.2031       0.088       0.464       0.246      65.815       0.052       1.096       1.697        0.28      56969.    0.0989
      115.43      2.0316      0.8117      0.0718      0.1797       0.078       0.410       0.206      58.245       0.046       0.916       1.604        0.28      57969.    0.0854
      120.24      2.1162      0.7871      0.0575      0.1545       0.067       0.353       0.165      50.070       0.040       0.733       1.493        0.29      58992.    0.0711
      125.05      2.2009      0.7407      0.0430      0.1277       0.056       0.292       0.123      41.390       0.033       0.548       1.351        0.29      60035.    0.0557
      129.86      2.2855      0.6535      0.0285      0.0997       0.043       0.228       0.082      32.302       0.026       0.364       1.148        0.29      61099.    0.0385
      134.67      2.3702      0.4745      0.0142      0.0707       0.031       0.161       0.041      22.909       0.018       0.181       0.804        0.30      62181.    0.0190
      139.48      2.4548      0.0041      0.0001      0.0411       0.018       0.094       0.000      13.319       0.011       0.001       0.007        0.30      63282.    0.0000



         PROP RPM =      13000

         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -         -          -
        0.00      0.0000      0.0000      0.1560      0.1977       0.109       0.530       0.525      81.470       0.060       2.336       2.924        0.26      47420.    0.2487
        5.21      0.0847      0.0672      0.1553      0.1960       0.108       0.525       0.523      80.736       0.059       2.326       2.937        0.26      47548.    0.2492
       10.43      0.1694      0.1347      0.1550      0.1949       0.108       0.522       0.522      80.284       0.059       2.320       2.947        0.26      47712.    0.2498
       15.64      0.2542      0.2024      0.1550      0.1947       0.108       0.522       0.522      80.212       0.059       2.321       2.951        0.26      47917.    0.2501
       20.86      0.3389      0.2694      0.1555      0.1957       0.108       0.524       0.524      80.610       0.059       2.329       2.946        0.26      48167.    0.2501
       26.07      0.4236      0.3349      0.1565      0.1979       0.109       0.530       0.527      81.545       0.060       2.343       2.929        0.26      48465.    0.2495
       31.29      0.5083      0.3978      0.1578      0.2016       0.111       0.540       0.531      83.065       0.061       2.362       2.900        0.26      48812.    0.2480
       36.50      0.5931      0.4573      0.1594      0.2068       0.114       0.554       0.537      85.193       0.063       2.387       2.857        0.26      49209.    0.2457
       41.72      0.6778      0.5123      0.1613      0.2134       0.118       0.572       0.543      87.931       0.065       2.416       2.801        0.26      49656.    0.2423
       46.93      0.7625      0.5623      0.1633      0.2215       0.122       0.593       0.550      91.248       0.067       2.445       2.733        0.27      50154.    0.2378
       52.15      0.8472      0.6067      0.1653      0.2308       0.128       0.618       0.556      95.080       0.070       2.474       2.654        0.27      50701.    0.2323
       57.36      0.9319      0.6454      0.1669      0.2411       0.133       0.646       0.562      99.312       0.073       2.500       2.567        0.27      51296.    0.2258
       62.58      1.0167      0.6787      0.1681      0.2519       0.139       0.675       0.566     103.760       0.076       2.517       2.474        0.27      51939.    0.2184
       67.79      1.1014      0.7068      0.1685      0.2625       0.145       0.703       0.567     108.154       0.079       2.522       2.378        0.27      52629.    0.2102
       73.01      1.1861      0.7305      0.1676      0.2721       0.150       0.729       0.564     112.118       0.082       2.510       2.282        0.28      53365.    0.2012
       78.22      1.2708      0.7506      0.1652      0.2796       0.154       0.749       0.556     115.197       0.085       2.473       2.189        0.28      54144.    0.1915
       83.44      1.3556      0.7680      0.1608      0.2838       0.157       0.760       0.541     116.933       0.086       2.408       2.100        0.28      54966.    0.1813
       88.65      1.4403      0.7834      0.1544      0.2839       0.157       0.761       0.520     116.983       0.086       2.312       2.016        0.28      55830.    0.1705
       93.87      1.5250      0.7972      0.1462      0.2796       0.155       0.749       0.492     115.212       0.085       2.189       1.937        0.29      56732.    0.1595
       99.08      1.6097      0.8093      0.1363      0.2711       0.150       0.726       0.459     111.678       0.082       2.040       1.863        0.29      57671.    0.1481
      104.30      1.6944      0.8193      0.1251      0.2586       0.143       0.693       0.421     106.552       0.078       1.872       1.792        0.29      58643.    0.1364
      109.51      1.7792      0.8264      0.1128      0.2428       0.134       0.650       0.380     100.033       0.073       1.689       1.721        0.30      59646.    0.1245
      114.73      1.8639      0.8295      0.0997      0.2240       0.124       0.600       0.336      92.304       0.068       1.493       1.649        0.30      60679.    0.1121
      119.94      1.9486      0.8269      0.0860      0.2027       0.112       0.543       0.290      83.527       0.061       1.288       1.573        0.30      61738.    0.0993
      125.16      2.0333      0.8161      0.0719      0.1792       0.099       0.480       0.242      73.843       0.054       1.077       1.487        0.31      62823.    0.0859
      130.37      2.1181      0.7924      0.0576      0.1538       0.085       0.412       0.194      63.384       0.047       0.862       1.386        0.31      63932.    0.0716
      135.59      2.2028      0.7473      0.0430      0.1269       0.070       0.340       0.145      52.274       0.038       0.644       1.257        0.31      65064.    0.0562
      140.80      2.2875      0.6616      0.0285      0.0986       0.054       0.264       0.096      40.640       0.030       0.427       1.072        0.32      66217.    0.0390
      146.02      2.3722      0.4833      0.0142      0.0695       0.038       0.186       0.048      28.615       0.021       0.212       0.755        0.32      67391.    0.0193
      151.23      2.4569      0.0026      0.0000      0.0397       0.022       0.106       0.000      16.337       0.012       0.001       0.004        0.33      68586.    0.0000



         PROP RPM =      14000

         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -         -          -
        0.00      0.0000      0.0000      0.1561      0.1974       0.136       0.613       0.609     101.590       0.069       2.711       2.721        0.28      51068.    0.2492
        5.62      0.0848      0.0673      0.1554      0.1956       0.135       0.608       0.607     100.670       0.069       2.698       2.733        0.28      51205.    0.2498
       11.24      0.1696      0.1351      0.1550      0.1945       0.134       0.604       0.605     100.101       0.068       2.692       2.742        0.28      51382.    0.2503
       16.86      0.2544      0.2030      0.1551      0.1944       0.134       0.604       0.605     100.009       0.068       2.693       2.746        0.28      51603.    0.2507
       22.48      0.3392      0.2702      0.1556      0.1953       0.135       0.607       0.607     100.503       0.069       2.702       2.741        0.28      51873.    0.2507
       28.10      0.4239      0.3359      0.1566      0.1976       0.136       0.614       0.611     101.671       0.069       2.718       2.726        0.28      52194.    0.2501
       33.72      0.5087      0.3991      0.1579      0.2013       0.139       0.625       0.616     103.571       0.071       2.742       2.699        0.28      52568.    0.2487
       39.34      0.5935      0.4587      0.1596      0.2065       0.142       0.641       0.623     106.234       0.072       2.771       2.660        0.28      52996.    0.2463
       44.96      0.6783      0.5139      0.1615      0.2131       0.147       0.662       0.630     109.659       0.075       2.804       2.607        0.28      53479.    0.2429
       50.58      0.7631      0.5640      0.1635      0.2212       0.153       0.687       0.638     113.812       0.078       2.839       2.543        0.29      54015.    0.2384
       56.20      0.8479      0.6085      0.1654      0.2305       0.159       0.716       0.646     118.612       0.081       2.873       2.470        0.29      54605.    0.2329
       61.82      0.9327      0.6474      0.1672      0.2408       0.166       0.748       0.653     123.916       0.085       2.903       2.389        0.29      55247.    0.2264
       67.44      1.0175      0.6807      0.1684      0.2517       0.174       0.782       0.657     129.496       0.088       2.924       2.302        0.29      55941.    0.2190
       73.07      1.1022      0.7089      0.1687      0.2624       0.181       0.815       0.659     135.013       0.092       2.930       2.213        0.29      56685.    0.2108
       78.69      1.1870      0.7326      0.1679      0.2721       0.188       0.845       0.655     139.996       0.095       2.916       2.124        0.30      57478.    0.2018
       84.31      1.2718      0.7527      0.1655      0.2796       0.193       0.869       0.646     143.874       0.098       2.873       2.036        0.30      58318.    0.1921
       89.93      1.3566      0.7700      0.1611      0.2839       0.196       0.882       0.629     146.072       0.100       2.798       1.953        0.30      59205.    0.1818
       95.55      1.4414      0.7854      0.1548      0.2840       0.196       0.882       0.604     146.155       0.100       2.688       1.875        0.31      60137.    0.1710
      101.17      1.5262      0.7993      0.1465      0.2798       0.193       0.869       0.572     143.950       0.098       2.544       1.802        0.31      61110.    0.1599
      106.79      1.6110      0.8115      0.1366      0.2712       0.187       0.842       0.533     139.530       0.095       2.372       1.733        0.31      62122.    0.1485
      112.41      1.6958      0.8216      0.1253      0.2587       0.178       0.804       0.489     133.107       0.091       2.176       1.667        0.32      63170.    0.1369
      118.03      1.7805      0.8290      0.1130      0.2428       0.168       0.754       0.441     124.929       0.085       1.963       1.602        0.32      64252.    0.1249
      123.65      1.8653      0.8324      0.0999      0.2239       0.155       0.696       0.390     115.228       0.079       1.735       1.536        0.32      65365.    0.1126
      129.27      1.9501      0.8303      0.0862      0.2025       0.140       0.629       0.337     104.205       0.071       1.497       1.465        0.33      66507.    0.0997
      134.89      2.0349      0.8201      0.0721      0.1789       0.123       0.556       0.281      92.038       0.063       1.252       1.387        0.33      67677.    0.0863
      140.51      2.1197      0.7973      0.0577      0.1533       0.106       0.476       0.225      78.892       0.054       1.001       1.294        0.33      68873.    0.0721
      146.13      2.2045      0.7533      0.0431      0.1262       0.087       0.392       0.168      64.923       0.044       0.749       1.176        0.34      70093.    0.0566
      151.75      2.2893      0.6690      0.0286      0.0977       0.067       0.304       0.112      50.291       0.034       0.496       1.006        0.34      71337.    0.0394
      157.37      2.3741      0.4915      0.0141      0.0683       0.047       0.212       0.055      35.165       0.024       0.246       0.712        0.35      72603.    0.0196
      162.99      2.4589      0.0005      0.0000      0.0383       0.026       0.119       0.000      19.721       0.013       0.000       0.001        0.35      73891.    0.0000



         PROP RPM =      15000

         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -         -          -
        0.00      0.0000      0.0000      0.1561      0.1972       0.167       0.703       0.700     124.799       0.079       3.113       2.543        0.30      54716.    0.2497
        6.03      0.0848      0.0675      0.1554      0.1954       0.166       0.697       0.697     123.662       0.079       3.098       2.555        0.30      54863.    0.2502
       12.05      0.1697      0.1354      0.1551      0.1943       0.165       0.693       0.695     122.956       0.078       3.091       2.564        0.30      55052.    0.2508
       18.08      0.2545      0.2035      0.1552      0.1941       0.165       0.692       0.695     122.838       0.078       3.093       2.567        0.30      55289.    0.2512
       24.10      0.3393      0.2708      0.1557      0.1950       0.166       0.696       0.698     123.443       0.079       3.103       2.563        0.30      55578.    0.2513
       30.13      0.4242      0.3367      0.1566      0.1973       0.167       0.704       0.702     124.878       0.079       3.122       2.550        0.30      55923.    0.2507
       36.15      0.5090      0.4001      0.1580      0.2010       0.171       0.717       0.708     127.215       0.081       3.149       2.524        0.30      56324.    0.2493
       42.18      0.5939      0.4599      0.1597      0.2062       0.175       0.735       0.716     130.492       0.083       3.183       2.487        0.30      56783.    0.2469
       48.20      0.6787      0.5153      0.1616      0.2128       0.181       0.759       0.724     134.711       0.086       3.221       2.438        0.30      57301.    0.2435
       54.23      0.7635      0.5655      0.1636      0.2209       0.188       0.788       0.733     139.828       0.089       3.262       2.379        0.31      57876.    0.2390
       60.25      0.8484      0.6101      0.1656      0.2303       0.195       0.821       0.742     145.746       0.093       3.301       2.310        0.31      58509.    0.2335
       66.28      0.9332      0.6490      0.1673      0.2406       0.204       0.858       0.750     152.291       0.097       3.336       2.234        0.31      59198.    0.2270
       72.30      1.0180      0.6824      0.1686      0.2515       0.213       0.897       0.756     159.183       0.101       3.361       2.153        0.31      59942.    0.2196
       78.33      1.1029      0.7106      0.1690      0.2623       0.223       0.935       0.757     166.005       0.106       3.369       2.069        0.32      60739.    0.2113
       84.35      1.1877      0.7343      0.1682      0.2720       0.231       0.970       0.754     172.178       0.110       3.353       1.986        0.32      61590.    0.2023
       90.38      1.2725      0.7544      0.1658      0.2797       0.237       0.997       0.743     176.996       0.113       3.305       1.904        0.32      62491.    0.1926
       96.40      1.3574      0.7718      0.1615      0.2840       0.241       1.013       0.724     179.744       0.114       3.219       1.826        0.32      63442.    0.1823
      102.43      1.4422      0.7872      0.1551      0.2842       0.241       1.014       0.695     179.883       0.115       3.092       1.753        0.33      64441.    0.1715
      108.46      1.5271      0.8011      0.1469      0.2800       0.238       0.998       0.658     177.194       0.113       2.928       1.685        0.33      65485.    0.1604
      114.48      1.6119      0.8134      0.1370      0.2714       0.230       0.968       0.614     171.761       0.109       2.730       1.621        0.33      66570.    0.1490
      120.51      1.6967      0.8237      0.1257      0.2589       0.220       0.923       0.563     163.846       0.104       2.505       1.559        0.34      67695.    0.1373
      126.53      1.7816      0.8312      0.1134      0.2429       0.206       0.866       0.508     153.754       0.098       2.259       1.499        0.34      68855.    0.1253
      132.56      1.8664      0.8350      0.1002      0.2240       0.190       0.799       0.449     141.771       0.090       1.998       1.437        0.35      70049.    0.1130
      138.58      1.9512      0.8333      0.0865      0.2025       0.172       0.722       0.388     128.145       0.082       1.724       1.372        0.35      71274.    0.1002
      144.61      2.0361      0.8238      0.0723      0.1787       0.152       0.637       0.324     113.097       0.072       1.441       1.299        0.35      72528.    0.0868
      150.63      2.1209      0.8019      0.0578      0.1530       0.130       0.546       0.259      96.830       0.062       1.153       1.214        0.36      73811.    0.0726
      156.66      2.2057      0.7591      0.0433      0.1257       0.107       0.448       0.194      79.538       0.051       0.862       1.105        0.36      75119.    0.0571
      162.68      2.2906      0.6764      0.0287      0.0970       0.082       0.346       0.128      61.420       0.039       0.571       0.948        0.37      76453.    0.0399
      168.71      2.3754      0.5001      0.0142      0.0674       0.057       0.241       0.064      42.685       0.027       0.283       0.676        0.37      77811.    0.0200
      174.73      2.4603      0.0013      0.0000      0.0372       0.032       0.133       0.000      23.553       0.015       0.000       0.002        0.38      79191.    0.0000



         PROP RPM =      16000

         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -         -          -
        0.00      0.0000      0.0000      0.1562      0.1970       0.203       0.799       0.796     151.327       0.090       3.542       2.387        0.32      58363.    0.2500
        6.43      0.0849      0.0676      0.1555      0.1952       0.201       0.792       0.793     149.939       0.089       3.526       2.398        0.32      58520.    0.2506
       12.86      0.1698      0.1357      0.1551      0.1941       0.200       0.788       0.791     149.075       0.089       3.518       2.407        0.32      58722.    0.2512
       19.29      0.2547      0.2039      0.1552      0.1939       0.200       0.787       0.791     148.926       0.089       3.520       2.410        0.32      58975.    0.2516
       25.72      0.3395      0.2714      0.1557      0.1948       0.201       0.791       0.794     149.656       0.089       3.532       2.407        0.32      59284.    0.2517
       32.15      0.4244      0.3374      0.1567      0.1971       0.203       0.800       0.799     151.394       0.090       3.554       2.394        0.32      59652.    0.2511
       38.58      0.5093      0.4010      0.1581      0.2008       0.207       0.815       0.806     154.230       0.092       3.585       2.370        0.32      60080.    0.2497
       45.02      0.5942      0.4609      0.1598      0.2060       0.212       0.836       0.815     158.210       0.094       3.624       2.336        0.32      60571.    0.2474
       51.45      0.6791      0.5164      0.1617      0.2127       0.219       0.863       0.825     163.336       0.097       3.668       2.290        0.32      61123.    0.2440
